pt,ground_cvr,lifeform1,lifeform2,lifeform3,lifeform4,plot_id,transect,date,read_status
9,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
10,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
11,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
12,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
13,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
14,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
16,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
17,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
18,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
19,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
20,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
21,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
22,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
23,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
24,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
25,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
26,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
27,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
28,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
29,LITT,none,none,none,none,REME-THIN-27,North-South,2024-08-08,POST-RX01
1,CHAR,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
2,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
3,BARE,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
4,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
5,"WOOD (>1"")",none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
6,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
7,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
8,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
9,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
10,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
11,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
12,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
13,BARE,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
14,BARE,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
16,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
17,CHAR,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
18,ASH,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
19,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
20,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
21,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
22,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
23,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
24,CHAR,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
25,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
26,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
27,CHAR,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
28,CHAR,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
29,LITT,none,none,none,none,REME-THIN-29,North-South,2024-08-08,POST-FIRE01
1,LITT,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
2,LITT,CEIN,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
3,LITT,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
4,LITT,CEIN,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
5,LITT,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
6,LITT,CEIN,FORB,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
7,BARE,CEIN,FORB,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
8,LITT,CEIN,FORB,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
9,LITT,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
10,LITT,CEIN,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
11,LITT,CEIN,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
12,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
13,BARE,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
14,LITT,CEIN,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
16,BARE,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
17,BEDROCK,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
18,BEDROCK,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
19,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
20,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
21,LITT,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
22,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
23,BARE,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
24,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
25,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
26,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
27,LITT,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
28,MOSS,FORB,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
29,BEDROCK,none,none,none,none,REMO-PLANT-01,North-South,2024-09-28,POST-FIRE03
1,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
2,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
3,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
4,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
5,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
6,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
7,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
8,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
9,LITT,CECO,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
10,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
11,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
12,LITT,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
13,"ROCK (>1"")",CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
14,"ROCK (>1"")",CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
16,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
17,LITT,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
18,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
19,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
20,BARE,CEPA,GRAMINOID,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
21,CHAR,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
22,CHAR,CEPA,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
23,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
24,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
25,"ROCK (>1"")",FORB,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
26,BARE,FORB,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
27,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
28,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
29,BARE,none,none,none,none,REMO-PLANT-02,North-South,2024-09-26,POST-FIRE03
1,LITT,FORB,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
2,LITT,FORB,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
3,LITT,FORB,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
4,LITT,FORB,CEIN,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
5,LITT,FORB,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
6,BARE,none,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
7,LITT,FORB,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
8,LITT,FORB,GRAMINOID,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
9,LITT,FORB,GRAMINOID,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
10,LITT,ROBR,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
11,LITT,FORB,GRAMINOID,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
12,"WOOD (>1"")",none,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
13,"WOOD (>1"")",none,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
14,LITT,RUPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
16,LITT,RUPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
17,LITT,RUPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
18,LITT,RUPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
19,LITT,RUPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
20,"WOOD (>1"")",none,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
21,LITT,RUPA,COCO,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
22,LITT,RUPA,COCO,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
23,LITT,RUPA,COCO,CEPA,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
24,LITT,RUPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
25,LITT,RUPA,ROBR,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
26,LITT,FORB,CEPA,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
27,LITT,FORB,CEPA,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
28,LITT,CEPA,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
29,LITT,none,none,none,none,REMO-PLANT-04,North-South,2024-09-27,POST-FIRE03
1,LITT,FORB,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
2,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
3,LITT,FORB,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
4,LITT,SAME,SEGI,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
5,LITT,SAME,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
6,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
7,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
8,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
9,LITT,SAME,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
10,"WOOD (>1"")",none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
11,"WOOD (>1"")",LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
12,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
13,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
14,"WOOD (>1"")",none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
16,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
17,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
18,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
19,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
20,"ROCK (>1"")",LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
21,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
22,BARE,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
23,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
24,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
25,LITT,LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
26,LITT,none,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
27,LITT,FORB,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
28,"ROCK (>1"")",LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
29,"ROCK (>1"")",LUPIN,none,none,none,REMO-PLANT-05,North-South,2024-09-28,POST-FIRE03
1,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
2,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
3,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
4,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
5,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
6,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
7,LITT,CEPA,GRAMINOID,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
8,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
9,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
10,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
11,LITT,CEPA,ARVI,GRAMINOID,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
12,LITT,CEPA,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
13,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
14,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
16,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
17,BARE,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
18,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
19,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
20,BARE,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
21,BARE,RIRO,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
22,BARE,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
23,LITT,CEIN,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
24,BOLE,RIRO,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
25,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
26,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
27,BARE,CEIN,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
28,LITT,RIRO,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
29,LITT,none,none,none,none,REMO-PLANT-06,North-South,2024-09-25,POST-FIRE03
1,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
2,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
3,LITT,CEIN,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
4,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
5,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
6,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
7,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
8,LITT,none,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
9,LITT,SEGI,CEIN,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
10,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
11,LITT,SEGI,CEIN,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
12,BARE,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
13,LITT,SEGI,FORB,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
14,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
16,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
17,LITT,FORB,CEIN,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
18,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
19,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
20,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
21,LITT,SEGI,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
22,LITT,CEIN,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
23,LITT,none,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
24,BARE,none,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
25,BARE,none,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
26,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
27,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
28,LITT,FORB,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
29,LITT,none,none,none,none,REMO-PLANT-07,North-South,2024-09-24,POST-FIRE03
1,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
2,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
3,"WOOD (>1"")",none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
4,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
5,BARE,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
6,BARE,CEIN,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
7,BARE,FORB,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
8,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
9,BARE,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
10,BARE,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
11,BARE,FORB,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
12,BARE,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
13,ASH,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
14,LITT,CEIN,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
16,BARE,CEPA,COCO,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
17,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
18,LITT,CEIN,SAME,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
19,LITT,CEIN,SAME,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
20,LITT,CEIN,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
21,LITT,CEIN,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
22,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
23,LITT,RULE,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
24,LITT,RULE,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
25,LITT,RULE,CEIN,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
26,LITT,RULE,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
27,BARE,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
28,LITT,none,none,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
29,LITT,FORB,CEPA,none,none,REMO-PLANT-09,North-South,2024-10-26,POST-FIRE03
1,LITT,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
2,LITT,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
3,LITT,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
4,LITT,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
5,LITT,CEIN,FORB,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
6,"ROCK (>1"")",CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
7,LITT,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
8,"ROCK (>1"")",CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
9,BARE,FORB,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
10,BARE,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
11,ASH,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
12,CHAR,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
13,BARE,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
14,LITT,FORB,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
16,BARE,ROBR,CEIN,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
17,BARE,SEGI,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
18,BARE,CEPA,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
19,BARE,FORB,CEIN,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
20,BARE,SEGI,CEIN,GRAMINOID,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
21,BARE,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
22,LITT,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
23,LITT,CEPA,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
24,BARE,CEIN,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
25,BARE,FORB,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
26,BARE,SEGI,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
27,LITT,SEGI,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
28,BARE,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
29,LITT,none,none,none,none,REMO-PLANT-10,North-South,2024-09-25,POST-FIRE03
1,LITT,FORB,CEPA,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
2,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
3,LITT,FORB,CEPA,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
4,LITT,LUPIN,CEPA,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
5,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
6,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
7,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
8,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
9,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
10,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
11,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
12,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
13,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
14,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
16,LITT,FORB,CEPA,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
17,BARE,FORB,CONU,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
18,LITT,FORB,CONU,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
19,CHAR,none,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
20,LITT,CONU,FORB,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
21,LITT,CONU,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
22,LITT,FORB,CEPA,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
23,LITT,FORB,CEPA,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
24,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
25,LITT,FORB,none,none,none,REMO-PLANT-11,North-South,2024-09-27,POST-FIRE03
